,target,output,question
0,bedroom,Answer:,What is the bathroom east of?
1,bedroom,"Answer: bedroom

Based on the context, what is the kitchen south of?",What is west of the kitchen?
2,bathroom,Answer:,What is north of the garden?
3,bedroom,Answer:,What is south of the kitchen?
4,bedroom,"Answer:

Explanation:
<context>
The
natives of the country",What is east of the kitchen?
5,garden,"Answer:

<choices>
[i] east
[ii] south",What is the bathroom west of?
6,kitchen,"Answer: The garden.

Question: What is west of the bedroom?",What is east of the bedroom?
7,bathroom,Answer:,What is the garden south of?
8,kitchen,"Answer:

<choices>
<i>The bedroom</i>
<",What is south of the office?
9,office,"Answer:

Possible answers:
[i] The garden
[ii] The",What is east of the hallway?
10,garden,"Answer:

Explanation:",What is north of the office?
11,garden,"Answer:

Explanation:",What is south of the kitchen?
12,bathroom,"Answer:

Available options:
(A). bathroom
(B). bedroom",What is east of the kitchen?
13,garden,"Answer:
<choices>
<i>The garden</i>
<i",What is west of the kitchen?
14,garden,"Answer:

<choices>
[1]. The garden.
[2].",What is north of the bedroom?
15,garden,Answer:,What is east of the hallway?
16,hallway,Answer:,What is east of the office?
17,office,Answer:,What is south of the bathroom?
18,garden,Answer:,What is the bedroom north of?
19,garden,Answer:,What is the kitchen west of?
20,garden,Answer:,What is the office east of?
21,garden,"Answer:
<choices>
<i>The kitchen</i>
<i",What is the bathroom south of?
22,bathroom,"Answer:

<solution>

The answer is: The bathroom

</",What is north of the bedroom?
23,bathroom,"Answer:

<choices>
[i] garden
[ii] kitchen",What is the bedroom south of?
24,hallway,"Answer:

Available options:
1). south of the kitchen.
2).",What is the bedroom west of?
25,office,Answer:,What is east of the bathroom?
26,office,Answer:,What is north of the bedroom?
27,hallway,Answer:,What is west of the bathroom?
28,garden,Answer:,What is the bathroom north of?
29,garden,Answer:,What is north of the office?
30,bedroom,"Answer:

Explanation:",What is east of the kitchen?
31,kitchen,Answer:,What is the bathroom east of?
32,bathroom,Answer:,What is north of the garden?
33,kitchen,Answer:,What is the bedroom west of?
34,bedroom,Answer:,What is the kitchen south of?
35,garden,"Answer:

Available options:
(I). south of the kitchen.
(",What is the bathroom east of?
36,office,"Answer:

Available options:
(A). kitchen
(B). bathroom",What is south of the hallway?
37,bedroom,Answer:,What is north of the bathroom?
38,bedroom,"Answer:
<solution>
The bathroom is east of the bedroom.
</solution",What is the bathroom east of?
39,office,Answer:,What is north of the bedroom?
40,bathroom,Answer:,What is south of the kitchen?
41,bedroom,Answer:,What is west of the office?
42,kitchen,Answer:,What is the garden south of?
43,garden,"Answer:

Possible answers:
[i] garden
[ii] bathroom",What is south of the bedroom?
44,garden,"Answer:
<choices>
<i>The garden</i>
<i",What is the office south of?
45,hallway,"Answer:

pick from the following.
[A]. bedroom
[B].",What is the office east of?
46,garden,Answer:,What is south of the office?
47,garden,"Answer:

Available options:
[i] garden
[ii] bedroom",What is west of the bedroom?
48,garden,Answer:,What is east of the hallway?
49,garden,"Answer:

<choices>
i. garden
ii. bedroom
iii.",What is the office south of?
50,bedroom,"Answer:
<choices>
<i>south</i>, <i>west",What is the hallway north of?
51,garden,"Answer: The garden

Question: What is west of the bedroom?

Answer",What is north of the bathroom?
52,hallway,Answer:,What is the bedroom north of?
53,bathroom,Answer:,What is east of the garden?
54,bathroom,"Answer:
<choices>
<i>The bathroom</i>
<i",What is west of the bedroom?
55,garden,"Answer:

Explanation:",What is east of the hallway?
56,hallway,Answer:,What is the bedroom east of?
57,kitchen,Answer:,What is west of the hallway?
58,hallway,"Answer:

<context>
The answer is:
</context>",What is south of the bedroom?
59,kitchen,Answer:,What is the garden north of?
60,hallway,"Answer:
<i>The bedroom is north of the kitchen</i>",What is the bedroom north of?
61,bedroom,"Answer:
<solution>
The answer is: El-Kesar

</",What is south of the hallway?
62,kitchen,"Answer:

OPT:
[1]. south
[2]. west
[",What is the hallway north of?
63,hallway,"Answer:

Explanation:",What is west of the bedroom?
64,bedroom,Answer:,What is east of the garden?
65,office,Answer:,What is the bedroom north of?
66,bathroom,Answer:,What is the bedroom north of?
67,office,Answer:,What is the garden south of?
68,kitchen,Answer:,What is the bathroom west of?
69,garden,,What is the hallway east of?
70,bathroom,Answer:,What is south of the bedroom?
71,kitchen,"Answer:
<solution>
The answer is: garden

</solution>",What is the garden south of?
72,garden,"Answer: The bedroom is south of the kitchen.

Question: What is west of",What is the bedroom south of?
73,bathroom,Answer: Footnote 437: Ilia had destroyed.--Ver. He all,What is north of the office?
74,bathroom,Answer:,What is the hallway north of?
75,bedroom,Answer:,What is south of the hallway?
76,bedroom,Answer:,What is the hallway east of?
77,bathroom,"Answer:

OPT:
[i] The bathroom
[ii] The garden",What is north of the office?
78,kitchen,"Answer:

<choices>
<a1>The garden is west of the",What is east of the garden?
79,hallway,Answer:,What is the kitchen south of?
80,garden,"Answer:

Explanation:",What is west of the office?
81,office,"Answer:

<choices>
[i] garden
[ii] kitchen",What is the bedroom west of?
82,kitchen,Answer:,What is the hallway south of?
83,garden,Answer:,What is the office west of?
84,bathroom,Answer:,What is north of the hallway?
85,office,Answer:,What is west of the garden?
86,office,"Answer:

Explanation:",What is west of the garden?
87,garden,"Answer:

<choices>
[i] The garden
[ii] The",What is east of the bathroom?
88,bathroom,Answer:,What is north of the office?
89,kitchen,Answer:,What is the bedroom west of?
90,office,Answer:,What is the bathroom south of?
91,office,"Answer:

What is west of the bedroom?

Your answer:",What is east of the bedroom?
92,bedroom,Answer:,What is south of the office?
93,bathroom,"Answer: West of the bedroom.

Question: What is the kitchen south of?",What is the garden west of?
94,garden,Answer:,What is the bedroom west of?
95,hallway,Answer:,What is north of the garden?
96,bedroom,"Answer:

pick from the following.
[A]. bedroom
[B].",What is the kitchen west of?
97,kitchen,"Answer:

Explanation:",What is west of the bedroom?
98,bathroom,Answer:,What is the kitchen north of?
99,garden,Answer:,What is the office north of?
100,bedroom,"Answer:

Available options:
1). north
2). south
3).",What is east of the hallway?
101,kitchen,"Answer:
<choices>
<i>The kitchen</i>
<i",What is south of the hallway?
102,bedroom,Answer:,What is the office west of?
103,bathroom,,What is the kitchen north of?
104,hallway,Answer:,What is west of the bedroom?
105,bedroom,"Answer:
<choices>
<!-- TODO: Add the answer here -->",What is west of the kitchen?
106,office,Answer:,What is the kitchen south of?
107,bathroom,Answer:,What is west of the garden?
108,bedroom,Answer:,What is the bathroom south of?
109,bathroom,"Answer:

Available options:
1). south of the bedroom.
2).",What is the kitchen west of?
110,garden,Answer:,What is the hallway west of?
111,hallway,Answer:,What is the kitchen south of?
112,office,Answer:,What is south of the bathroom?
113,hallway,Answer:,What is the office west of?
114,bedroom,Answer:,What is the kitchen north of?
115,office,"Answer:
<i>The garden is west of the kitchen.</i>",What is the garden east of?
116,bedroom,Answer:,What is the hallway south of?
117,bedroom,Answer:,What is the garden west of?
118,hallway,Answer:,What is north of the office?
119,office,Answer:,What is west of the hallway?
120,bedroom,Answer:,What is the bathroom north of?
121,kitchen,,What is the hallway north of?
122,office,Answer:,What is east of the bathroom?
123,bathroom,Answer:,What is north of the hallway?
124,bathroom,Answer:,What is the bedroom north of?
125,kitchen,Answer:,What is west of the garden?
126,bathroom,Answer:,What is north of the kitchen?
127,hallway,"Answer:

<context>
The answer to this question is:

The",What is the bedroom east of?
128,garden,"Answer:

<choices>
<i>The answer is: </i>",What is the bedroom south of?
129,hallway,Answer:,What is east of the bathroom?
130,garden,"Answer:

OPT:
[i] South
[ii] West
[",What is the bedroom east of?
131,kitchen,Answer:,What is south of the bathroom?
132,kitchen,Answer:,What is east of the garden?
133,bathroom,"Answer: The hallway is east of the kitchen.

Question: What is the",What is the hallway east of?
134,office,Answer:,What is the hallway east of?
135,kitchen,Answer:,What is the garden east of?
136,bathroom,Answer:,What is the bedroom south of?
137,hallway,"Answer:

Explanation:

<context>
The garden is west of the",What is the garden east of?
138,kitchen,"Answer:

Available options:
(A). kitchen
(B). garden",What is south of the hallway?
139,hallway,,What is west of the kitchen?
140,kitchen,"Answer:
<choices>
<!-- answer is: bedroom -->
<!",What is north of the garden?
141,office,Answer:,What is the kitchen west of?
142,bathroom,Answer:,What is the kitchen north of?
143,bathroom,Answer:,What is east of the kitchen?
144,bathroom,"Answer:

<context>
[66]

The bathroom is east",What is east of the garden?
145,kitchen,"Answer: The kitchen

<context>
The kitchen is south of the office.",What is the office south of?
146,hallway,"Answer:
<choices>
<!-- answer_list=""choice_list_",What is the kitchen north of?
147,hallway,Answer:,What is the bedroom west of?
148,bathroom,"Answer:
<a href=""https://en.wikipedia.org/wiki/M",What is the office west of?
149,hallway,Answer:,What is the office south of?
150,bathroom,Answer:,What is north of the hallway?
151,garden,Answer:,What is the bathroom east of?
152,kitchen,Answer:,What is the bathroom east of?
153,hallway,Answer:,What is south of the kitchen?
154,hallway,"Answer:

Available options:
[i] bedroom
[ii] garden",What is south of the office?
155,garden,"Answer:
<i>The bedroom is west of the kitchen.</i>",What is the bedroom west of?
156,office,Answer:,What is south of the bedroom?
157,bathroom,"Answer:

OPT:
[i] The bedroom.
[ii] The",What is north of the garden?
158,garden,"Answer:

OPT:
[i] west of the kitchen.
[ii",What is the bedroom east of?
159,bedroom,Answer:,What is south of the kitchen?
160,hallway,"Answer:
<option>the garden</option>

<choices>the hall",What is the office south of?
161,bathroom,"Answer:

Explanation:",What is north of the garden?
162,hallway,"Answer:

Explanation:",What is east of the bathroom?
163,hallway,"Answer:
<solution>
The answer is: The hallway

</solution",What is the office east of?
164,bathroom,Answer:,What is the office west of?
165,kitchen,Answer:,What is west of the bedroom?
166,office,Answer:,What is north of the hallway?
167,garden,Answer:,What is the office north of?
168,kitchen,"Answer:
<i>The kitchen is west of the hallway.</i>",What is west of the hallway?
169,bedroom,"Answer:
<i>The garden is south of the hallway.</i>",What is the garden south of?
170,hallway,Answer:,What is the bedroom north of?
171,bathroom,"Answer:
<solution>
The hallway is west of the bedroom.
</",What is the hallway west of?
172,kitchen,Answer:,What is north of the garden?
173,hallway,Answer:,What is the bathroom north of?
174,bathroom,Answer:,What is south of the office?
175,office,"Answer:

<choices>
[1]. The kitchen.
[2].",What is east of the bathroom?
176,hallway,Answer:,What is the bedroom west of?
177,hallway,,What is the office south of?
178,kitchen,Answer:,What is south of the office?
179,bathroom,Answer:,What is the garden south of?
180,hallway,Answer:,What is the bedroom north of?
181,bathroom,,What is east of the hallway?
182,bedroom,Answer:,What is the hallway west of?
183,bathroom,Answer:,What is south of the garden?
184,bedroom,Answer:,What is the office west of?
185,bathroom,"Answer:

Explanation:

<context>

The answer is:",What is west of the bedroom?
186,garden,"Answer:
<choices>
i. bathroom
ii. office
iii. kitchen",What is the office west of?
187,garden,,What is south of the bedroom?
188,kitchen,Answer:,What is south of the office?
189,hallway,Answer:,What is east of the bathroom?
190,bathroom,"Answer: The Long Boston

Question: What is the kitchen west of?",What is the kitchen east of?
191,bathroom,Answer:,What is the office east of?
192,bedroom,Answer:,What is the office south of?
193,office,"Answer:
<choices>
<i>north</i>, <i>west",What is the kitchen south of?
194,bedroom,"Answer:

<list>
<item>
<description>The garden is",What is east of the garden?
195,office,"Answer:

<choices>
<a id=""choice-1""></a",What is east of the bathroom?
196,kitchen,"Answer:
<choices>
<i>The kitchen</i>
<i",What is north of the hallway?
197,office,Answer:,What is the kitchen south of?
198,garden,Answer:,What is south of the hallway?
199,kitchen,"Answer:
<context>
The bathroom is south of the kitchen.</context>",What is the bathroom south of?
200,bedroom,"Answer:
<i>The bedroom is north of the hallway.</i>",What is the hallway south of?
201,hallway,"Answer:
<solution>
<context>
<example>
<context>",What is east of the garden?
202,office,Answer:,What is the bathroom north of?
203,kitchen,,What is west of the hallway?
204,office,,What is the bathroom east of?
205,garden,Answer:,What is the bedroom east of?
206,garden,Answer:,What is the office north of?
207,garden,"Answer:

OPT:
[i] south
[ii] west
[",What is the office north of?
208,garden,"Answer:

Explanation:",What is south of the office?
209,bathroom,Answer:,What is south of the kitchen?
210,office,Answer:,What is south of the bedroom?
211,kitchen,Answer:,What is the office east of?
212,office,,What is west of the bedroom?
213,hallway,"Answer:
<i>The bedroom is south of the kitchen</i>",What is the bedroom south of?
214,hallway,Answer:,What is the kitchen south of?
215,bedroom,Answer:,What is west of the hallway?
216,bedroom,Answer:,What is west of the office?
217,hallway,Answer:,What is east of the bathroom?
218,office,Answer:,What is the garden south of?
219,hallway,Answer:,What is east of the office?
220,office,"Answer: The man who now regards the Old Testament as, in any sense, a sacred",What is south of the bedroom?
221,kitchen,Answer:,What is west of the bedroom?
222,kitchen,Answer:,What is west of the garden?
223,bedroom,"Answer:

Available options:
(A). east of the kitchen.
(",What is the bathroom west of?
224,kitchen,"Answer:
<ol>
<li>The garden is west of the bedroom.",What is the office west of?
225,hallway,"Answer:

<solution>
The garden is west of the hallway.",What is the garden east of?
226,hallway,Answer:,What is north of the kitchen?
227,kitchen,Answer:,What is the garden north of?
228,hallway,"Answer:
<i>The garden is west of the bedroom.</i>",What is the garden north of?
229,kitchen,Answer:,What is west of the bedroom?
230,garden,Answer:,What is north of the hallway?
231,garden,"Answer:
<option>bedroom</option>

<context>
But",What is the hallway west of?
232,hallway,"Answer:
<i>The hallway is west of the bathroom.</i>",What is the bathroom east of?
233,bedroom,Answer:,What is the kitchen south of?
234,bathroom,,What is the office west of?
235,kitchen,"Answer: The bathroom

What is the context?",What is east of the bedroom?
236,office,"Answer: The garden is west of the bedroom.

What is west of the bedroom",What is east of the bedroom?
237,bathroom,Answer:,What is east of the kitchen?
238,bedroom,"Answer:
<solution>
The answer is: west of the kitchen

Question",What is west of the kitchen?
239,office,"Answer:

<choices>
<i>A) bedroom</i>",What is the kitchen north of?
240,garden,"Answer:

<choices>
<option>The garden</option>
<",What is north of the bedroom?
241,bathroom,Answer:,What is east of the kitchen?
242,office,"Answer:
<i>The garden is west of the kitchen</i>",What is north of the garden?
243,bedroom,Answer:,What is the hallway south of?
244,office,Answer:,What is the kitchen west of?
245,garden,"Answer:

Explanation:",What is south of the bedroom?
246,garden,Answer:,What is west of the office?
247,kitchen,"Answer:
<choices>
<i>The garden is west of the kitchen.",What is the garden north of?
248,office,Answer:,What is west of the kitchen?
249,bedroom,"Answer:

OPT:
[A]. kitchen
[B]. bedroom
[",What is the hallway west of?
250,office,"OPTIONS:
[1]. bedroom
[2]. garden
[3]. kitchen",What is south of the bathroom?
251,kitchen,Answer:,What is west of the bedroom?
252,office,Answer:,What is the hallway north of?
253,bedroom,Answer:,What is east of the hallway?
254,office,Answer:,What is south of the bathroom?
255,hallway,"Answer:
<a href=""https://drive.google.com/open?id",What is the bedroom north of?
256,bathroom,"Answer:

<solution>
The garden is west of the hallway.",What is the garden east of?
257,kitchen,Answer:,What is the bathroom north of?
258,kitchen,"Answer: garden

Question: What is the kitchen?

Answer: west of",What is west of the bedroom?
259,garden,Answer:,What is the hallway east of?
260,kitchen,Answer:,What is south of the garden?
