,target,output,question
0,hallway,"""I am sure,"" he returned, ""that I am not a stranger in town.",Where is the milk? 
1,hallway,"Answer: In the hallway.

Question: Where is the football?",Where is the football? 
2,hallway,"Answer: In the pocket of his coat.

Question: What is the football?",Where is the football? 
3,hallway,"“I’m not sure,” the millionaire replied. “I’m not sure",Where is the football? 
4,garden,"“I don’t know,” answered Sam. “I’ve never been there.”",Where is the milk? 
5,garden,"Answer: _The milk is in the bag_.

The _Bagre_",Where is the milk? 
6,bedroom,"Answer: In the room.

Question: What is the name of the room?",Where is the football? 
7,bedroom,"Answer: In the kitchen.
Question: Where is the milk?
Answer: In the",Where is the milk? 
8,kitchen,"Answer: I have not yet got it.

Question: Where is the milk",Where is the football? 
9,kitchen,"Answer: In the garden.

The author of the Koran was a German,",Where is the football? 
10,bedroom,"Answer: In the garden.

Question: What is the meaning of the word """,Where is the football? 
11,hallway,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the football? 
12,garden,"Answer: In the garden.

Question: Where is the garden?

Answer",Where is the milk? 
13,garden,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
14,bathroom,"Answer: In the Whig's Vault.

Question: Where is the Wh",Where is the apple? 
15,garden,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
16,garden,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
17,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
18,kitchen,"said Daniel. ""I'm not going to New York with you,
John. I",Where is the apple? 
19,kitchen,"Answer: It's in the kitchen.

Question: Where is the apple?",Where is the apple? 
20,bedroom,"Answer: In the porch.

Question: What is the meaning of the word """,Where is the apple? 
21,bedroom,"Answer: It is in the barn.

Question: Where is the apple?",Where is the apple? 
22,bathroom,"Answer: It is in the kitchen.

Question: Where is the kitchen?",Where is the football? 
23,bathroom,"Answer: It is in the hallway.

Question: Where is the balloon?",Where is the football? 
24,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
25,kitchen,"Answer: In the Prayer Book.

(2) _It is the ""Use",Where is the milk? 
26,kitchen,"Answer: In the cup.

Question: Where is the bread?

Answer",Where is the milk? 
27,bathroom,"Answer: It is in the <DW72>s of the
<D",Where is the apple? 
28,bathroom,"Answer: In the lower picture.

Question: Where is the tree?",Where is the apple? 
29,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
30,garden,"<context>

Answer: It is in the garden.

<context>",Where is the apple? 
31,garden,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
32,kitchen,"Answer: In the kitchen.

Question: What is the football?

Answer",Where is the football? 
33,kitchen,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
34,kitchen,"Answer: It is in the garden.

Question: What is the meaning of the",Where is the apple? 
35,office,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
36,kitchen,"Answer: It is in the hallway.

Question: What is the football?",Where is the football? 
37,kitchen,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
38,kitchen,"""I have no idea,"" said Clery. ""I have no idea of anything.""",Where is the football? 
39,bedroom,"Answer: In the cellar.

Question: Where is the bread?",Where is the milk? 
40,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
41,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
42,office,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
43,office,"Answer: In the kitchen.

Question: What is the meaning of the name of",Where is the milk? 
44,kitchen,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
45,bedroom,"Answer: In the house.

Question: Where is the milk?

Answer",Where is the milk? 
46,office,"Answer: In the room.
Question: Where is the football?
Answer: In the",Where is the football? 
47,bathroom,"Answer: In the bedroom.

Question: Where is the milk?

Answer",Where is the football? 
48,bathroom,"Answer: In the room.

Question: What is the football?

Answer",Where is the football? 
49,bedroom,"Answer: In the kitchen.

Question: Where is the water?

Answer",Where is the milk? 
50,bathroom,"<context>

<context>

<context>

<context>",Where is the milk? 
51,hallway,"Answer: In the bushes.

Question: What is the meaning of the words """,Where is the apple? 
52,kitchen,"""I am not sure that I can answer that question,"" said Dick. ""I",Where is the football? 
53,kitchen,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer",Where is the football? 
54,kitchen,"Answer: In the kitchen.

Question: What is the football?

Answer",Where is the football? 
55,bathroom,"Answer: In the garden.
Question: What is the apple?
Answer: A fruit",Where is the apple? 
56,bathroom,"Answer: It is in the kitchen.

Question: What is the milk?",Where is the milk? 
57,kitchen,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the milk? 
58,kitchen,"Answer: In the bathroom.

Question: Where is the apple?

Answer",Where is the milk? 
59,bedroom,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
60,garden,"Answer: In the kitchen.

Question: What is the milk for?",Where is the milk? 
61,garden,"Answer: In the water.

Question: Where is the honey?

Answer",Where is the milk? 
62,kitchen,"Answer: In the air.

Question: Where is the air?

Answer",Where is the football? 
63,kitchen,"Answer: It's in the office.

Question: Where is the football?",Where is the football? 
64,kitchen,"FACTOR, and I'll tell you what I think of him. I think he",Where is the football? 
65,kitchen,"Answer: It is in the kitchen.

Question: Where is the kitchen?",Where is the football? 
66,kitchen,"Answer: It's in the hallway.

Question: Where is the football?",Where is the football? 
67,bedroom,"Answer: In the milk.

Question: What is the milk?

Answer",Where is the milk? 
68,bedroom,"Answer: In the kitchen.

Question: Where is the butter?

Answer",Where is the milk? 
69,bedroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the football? 
70,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
71,garden,"Answer: It is in the kitchen.

Question: Where is the knife?",Where is the apple? 
72,bathroom,"Answer: It is in the cellar.

Question: Where is the cellar",Where is the apple? 
73,bathroom,"Answer: It is in the room.

Question: Where is the room?",Where is the apple? 
74,bathroom,Answer: It is in the _cabilda_ at the foot of the hill.,Where is the apple? 
75,office,"Answer: It is in the garden.

Question: Where is the apple?",Where is the apple? 
76,hallway,"Answer: In the lad's room.

Question: What is the milk?",Where is the milk? 
77,hallway,"Answer: In the milk-house.

Question: What is the milk-house",Where is the milk? 
78,hallway,"Answer: It is in the cellar.

Question: Where is the butter?",Where is the milk? 
79,hallway,"Answer: In the milk.

Question: Where is the milk?

Answer",Where is the milk? 
80,bathroom,"Answer: In the hallway.

Question: What is the football?",Where is the football? 
81,bathroom,"Answer: In the hallway.

Question: What is the football?",Where is the football? 
82,kitchen,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the football? 
83,kitchen,"Answer: In the hallway.

Question: What is the meaning of the word",Where is the football? 
84,kitchen,"Answer: In the crib.

Question: What is the crib?

Answer",Where is the football? 
85,bathroom,"Answer: It's in the baby's mouth.
Question: What's in the baby's",Where is the milk? 
86,kitchen,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where is the apple? 
87,bathroom,"Answer: In the kitchen.

Question: What is that which is black, white",Where is the milk? 
88,bedroom,"Answer: In the kitchen.

Question: What is the difference between a cow and",Where is the football? 
89,kitchen,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where is the apple? 
90,kitchen,"Answer: In the milk-pail.
Question: What is the milk-pail",Where is the milk? 
91,kitchen,"Answer: In the kitchen.

Question: Where is the pen?

Answer",Where is the milk? 
92,kitchen,"Answer: It is in the kitchen.

Question: What is the meaning of the",Where is the milk? 
93,kitchen,"<context>

Answer: She's at the foot of the stairs, calling up",Where is the milk? 
94,kitchen,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the milk? 
95,bathroom,"Answer: In the hallway.

Question: What is the football?",Where is the football? 
96,bathroom,"""The football is in the barn,"" said the new farmer, ""and I'm",Where is the football? 
