,target,output,question
0,hallway,"Answer: He is in the hallway.

Question: Where is Mary?",Where is John? 
1,bathroom,"Answer: She is in the bathroom.

Question: Where is John?",Where is Mary? 
2,kitchen,"Answer: She is in the kitchen.

Question: Where is John?",Where is Sandra? 
3,hallway,"Answer: In the garden.

Question: Where is John?

Answer:",Where is Sandra? 
4,kitchen,"Answer: She is in the kitchen.

Question: Where is John?",Where is Sandra? 
5,hallway,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
6,garden,"Answer: She is in the kitchen.

Question: Where is Sandra?",Where is Sandra? 
7,hallway,"Answer: He is in the hallway.

Question: Where is Sandra?",Where is Daniel? 
8,office,"Answer: She is in the kitchen.

Question: Where is Sandra?",Where is Sandra? 
9,office,"Answer: In the hallway.

Question: Where is Sandra?

Answer",Where is Daniel? 
10,kitchen,"Answer: She is in the kitchen.

**Exercise 1:**

**",Where is Mary? 
11,garden,"Answer: She is in the garden.

Question: Where is John?",Where is Mary? 
12,office,"Answer: He is in the kitchen.

Question: Where is Mary?",Where is Daniel? 
13,bedroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
14,bedroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
15,kitchen,"Answer: In the kitchen.

**Exercise 1:**

**Exercise",Where is John? 
16,garden,"Answer: John is in the kitchen.

Question: Where is John?",Where is John? 
17,kitchen,"Answer: John is in the kitchen.

Question: Where is John?",Where is John? 
18,office,"Answer: He is in the kitchen.

Question: Where is John?",Where is Daniel? 
19,kitchen,"Answer: He is in the kitchen.

Question: Where is Sandra?",Where is John? 
20,hallway,"Answer: In the kitchen.

Question: Where is Mary?

Answer:",Where is Mary? 
21,office,"Answer: John is in the office.

Question: Where is Mary?",Where is John? 
22,office,"Answer: He is in the office.

Question: Where is Mary?",Where is John? 
23,hallway,"Answer: She is in the kitchen.

Question: Where is Mary?",Where is Sandra? 
24,bedroom,"Answer: He is in the bedroom.

Question: Where is Sandra?",Where is Daniel? 
25,bedroom,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Sandra? 
26,bedroom,"Answer: In the bedroom.

Question: Where is Sandra?

Answer:",Where is Mary? 
27,kitchen,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Daniel? 
28,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Daniel? 
29,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Daniel? 
30,hallway,"Answer: In the hallway.

Question: Where is Daniel?

Answer",Where is Sandra? 
31,office,"Answer: In the office.

Question: Where is Sandra?

Answer:",Where is John? 
32,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
33,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
34,bathroom,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
35,office,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Mary? 
36,bathroom,"Answer: Mary is in the bedroom.

Question: Where is Mary?",Where is Mary? 
37,garden,"Answer: Mary is in the bedroom.

Question: Where is Mary?",Where is Mary? 
38,kitchen,"Answer: In the hallway.

Question: Where is Mary?

Answer",Where is Sandra? 
39,bedroom,"Answer: In the bedroom.

Question: Where is Sandra?

Answer:",Where is Daniel? 
40,bathroom,"<context>
Sandra went to the office.
</context>

Question",Where is Sandra? 
41,garden,"Answer: In the garden.

Question: Where is Sandra?

Answer:",Where is Daniel? 
42,bathroom,"Answer: In the bathroom.

Question: Where is Sandra?

Answer:",Where is Sandra? 
43,hallway,"Answer: He is in the kitchen.

Question: Where is Sandra?",Where is Daniel? 
44,garden,"Answer: In the garden.

Question: Where is Sandra?

Answer:",Where is Daniel? 
45,kitchen,"Answer: In the kitchen.

Question: Where is Daniel?

Answer:",Where is Mary? 
46,hallway,"Answer: In the hallway.

Question: Where is Mary?

Answer",Where is Daniel? 
47,bathroom,"Answer: In the bathroom.

Question: Where is Mary?

Answer:",Where is Sandra? 
48,office,"Answer: In the office.

Question: Where is Mary?

Answer:",Where is John? 
49,bedroom,"Answer: In the bedroom.

Question: Where is Sandra?

Answer:",Where is John? 
50,bedroom,"<context>
John journeyed to the hallway.
</context>",Where is John? 
51,office,"Answer: In the bedroom.

Question: Where is John?

Answer:",Where is John? 
52,garden,"Answer: In the bedroom.

Question: Where is John?

Answer:",Where is John? 
53,garden,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is John? 
54,kitchen,"Answer: In the garden.

Question: Where is John?

Answer:",Where is Daniel? 
55,bedroom,"Answer: In the bedroom.

Question: Where is Daniel?

Answer:",Where is Mary? 
56,kitchen,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Mary? 
57,hallway,"Answer: In the bedroom.

Question: Where is Daniel?

Answer:",Where is Mary? 
58,garden,"Answer: In the kitchen.

Question: Where is Mary?

Answer:",Where is Daniel? 
59,hallway,"Answer: In the office.

Question: Where is Mary?

Answer:",Where is Sandra? 
60,hallway,"Answer: In the hallway.

Question: Where is John?

Answer",Where is Sandra? 
61,office,"Answer: In the office.

Question: Where is Sandra?

Answer:",Where is Daniel? 
62,bathroom,"Answer: In the hallway.

Question: Where is John?

Answer",Where is Sandra? 
63,garden,"Answer: In the garden.

Question: Where is Sandra?

Answer:",Where is Daniel? 
64,garden,"Answer: In the bathroom.

Question: Where is Sandra?

Answer:",Where is Daniel? 
65,kitchen,"Answer: He went to the kitchen.

**Question:** Where is Mary?",Where is John? 
66,kitchen,"Answer: He went to the kitchen.

Question: Where is Mary?",Where is John? 
67,bathroom,"Answer: He is in the bathroom.

Question: Where is Sandra?",Where is Daniel? 
68,office,"Answer: He is in the kitchen.

Question: Where is Sandra?",Where is Daniel? 
69,office,"Answer: In the bathroom.

Question: Where is Mary?

Answer:",Where is Daniel? 
70,garden,"Answer: In the garden.

Question: Where is Sandra?

Answer:",Where is Mary? 
71,hallway,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Sandra? 
72,garden,"Answer: Mary is in the garden.

Question: Where is Sandra?",Where is Mary? 
73,bedroom,"Answer: In the hallway.

Question: Where is Sandra?

Answer",Where is Mary? 
74,bathroom,"Answer: Mary is in the bedroom.

Question: Where is Sandra?",Where is Mary? 
75,kitchen,"<context>
Where is Daniel?
</context>

Question: Where is",Where is Daniel? 
76,kitchen,"Answer: In the kitchen.

Question: Where is Mary?

Answer:",Where is John? 
77,kitchen,"Answer: He is in the kitchen.

Question: Where is John?",Where is Daniel? 
78,hallway,"Answer: In the kitchen.

Question: Where is John?

Answer:",Where is Daniel? 
79,office,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Daniel? 
80,garden,"Answer: He is in the garden.

Question: Where is Daniel?",Where is John? 
81,bathroom,"Answer: John is in the bathroom.

Question: Where is Mary?",Where is John? 
82,bedroom,"Answer: She is in the kitchen.

Question: Where is Sandra?",Where is Sandra? 
83,garden,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
84,office,"Answer: In the garden.

Question: Where is John?

Answer:",Where is Daniel? 
85,garden,"Answer: She is in the garden.

Question: Where is John?",Where is Sandra? 
86,garden,"Answer: She is in the garden.

Question: Where is John?",Where is Mary? 
87,hallway,"Answer: He is in the garden.

Question: Where is Sandra?",Where is John? 
88,kitchen,"Answer: She is in the kitchen.

Question: Where is John?",Where is Sandra? 
89,kitchen,"Answer: He is in the kitchen.

Question: Where is John?",Where is Daniel? 
90,bathroom,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
91,bathroom,"Answer: He is in the bathroom.

Question: Where is Sandra?",Where is John? 
92,hallway,"Answer: In the bedroom.

Question: Where is Sandra?

Answer:",Where is Sandra? 
93,bathroom,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
94,bathroom,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is Sandra? 
95,kitchen,"<context>
John is in the kitchen.
</context>

Question:",Where is John? 
96,kitchen,"Answer: In the kitchen.

Question: Where is John?

Answer:",Where is Sandra? 
97,kitchen,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
98,bedroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
99,bedroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
100,bedroom,"Answer: Mary is in the bedroom.

Question: Where is Mary?",Where is Mary? 
101,bathroom,"Answer: She is in the bathroom.

Question: Where is Mary?",Where is Sandra? 
102,office,"Answer: She is in the bedroom.

Question: Where is Sandra?",Where is Mary? 
103,garden,"Answer: He is in the kitchen.

Question: Where is Mary?",Where is Daniel? 
104,garden,"Answer: He is in the kitchen.

Question: Where is Mary?",Where is Daniel? 
105,hallway,"Answer: In the hallway.

**Exercise 1:**

**Exercise",Where is Mary? 
106,bedroom,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Daniel? 
107,bathroom,"Answer: In the kitchen.

Question: Where is Mary?

Answer:",Where is Daniel? 
108,office,"Answer: In the garden.

Question: Where is Mary?

Answer:",Where is Daniel? 
109,bedroom,"Answer: He is in the kitchen.

Question: Where is Mary?",Where is John? 
110,bathroom,"<context>
Daniel went to the office. Daniel travelled to the bathroom.
</",Where is Daniel? 
111,bathroom,"Answer: In the bathroom.

Question: Where is John?

Answer:",Where is Daniel? 
112,kitchen,"Answer: John is in the kitchen.

Question: Where is John?",Where is John? 
113,hallway,"Answer: In the kitchen.

Question: Where is John?

Answer:",Where is John? 
114,kitchen,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
115,garden,"Answer: In the garden.

Question: Where is John?

Answer:",Where is Sandra? 
116,office,"Answer: He is in the kitchen.

Question: Where is Sandra?",Where is John? 
117,kitchen,"Answer: She is in the kitchen.

Question: Where is Sandra?",Where is Mary? 
118,bathroom,"Answer: In the hallway.

Question: Where is Sandra?

Answer",Where is Daniel? 
119,office,"Answer: In the garden.

Question: Where is Sandra?

Answer:",Where is Daniel? 
120,bedroom,"Answer: In the bedroom.

Question: Where is Daniel?

Answer:",Where is Daniel? 
121,bathroom,"Answer: She is in the bathroom.

Question: Where is Sandra?",Where is Mary? 
122,bedroom,"Answer: In the office.

Question: Where is Sandra?

Answer:",Where is Daniel? 
123,hallway,"Answer: In the office.

Question: Where is Sandra?

Answer:",Where is Daniel? 
124,bedroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Mary? 
125,office,"Answer: She is in the office.

**Exercise 1**

**",Where is Sandra? 
126,garden,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is John? 
127,garden,"Answer: He is in the garden.

Question: Where is John?",Where is Daniel? 
128,garden,"Answer: In the kitchen.

Question: Where is John?

Answer:",Where is Sandra? 
129,bathroom,"Answer: She is in the bathroom.

Question: Where is John?",Where is Sandra? 
130,garden,"Answer: In the garden.

Question: Where is Mary?

Answer:",Where is Sandra? 
131,hallway,"Answer: She is in the hallway.

Question: Where is Sandra?",Where is Mary? 
132,bathroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Sandra? 
133,garden,"Answer: In the garden.

Question: Where is Mary?

Answer:",Where is Sandra? 
134,kitchen,"Answer: In the bedroom.

Question: Where is Sandra?

Answer:",Where is John? 
135,bathroom,"Answer: She is in the bathroom.

**Exercise 2**

**",Where is Sandra? 
136,office,"Answer: She is in the kitchen.

Question: Where is Daniel?",Where is Sandra? 
137,kitchen,"Answer: In the kitchen.

Question: Where is Sandra?

Answer:",Where is John? 
138,bathroom,"Answer: She is in the kitchen.

Question: Where is John?",Where is Sandra? 
139,bathroom,"Answer: He is in the bathroom.

Question: Where is Sandra?",Where is John? 
140,office,"Answer: Mary is in the office.

Question: Where is Mary?",Where is Mary? 
141,hallway,"Answer: Mary is in the garden.

Question: Where is Mary?",Where is Mary? 
142,hallway,"Answer: Mary is in the office.

Question: Where is Mary?",Where is Mary? 
143,office,"Answer: In the kitchen.

Question: Where is Mary?

Answer:",Where is Sandra? 
144,bedroom,"Answer: In the bedroom.

Question: Where is Mary?

Answer:",Where is Sandra? 
145,kitchen,"Answer: In the kitchen.

Question: Where is Daniel?

Answer:",Where is Sandra? 
146,kitchen,"Answer: In the kitchen.

Question: Where is John?

Answer:",Where is Sandra? 
