,target,output,question
0,office,"_Answer: In the garden. _

_Question: What is the meaning of",Where was the apple before the bathroom? 
1,office,"Answer: In the garden.

Question: Who is the girl?

Answer",Where was the apple before the hallway? 
2,office,"Answer: In the tent.

Question: What did the girl say to the Super",Where was the apple before the hallway? 
3,bathroom,"Answer: It was in the kitchen.

Question: Where was the football after the",Where was the football before the garden? 
4,bathroom,"Answer: It was in the hallway.

Question: Where was the apple before",Where was the football before the garden? 
5,garden,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
6,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the office?",Where was the milk before the office? 
7,kitchen,"Answer: In the kitchen.

Question: What was the doctor's first thought?",Where was the apple before the office? 
8,kitchen,"Answer: It was in the kitchen.

Question: What did the doctor say to",Where was the apple before the office? 
9,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
10,garden,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the apple before the bedroom? 
11,garden,"<context>

Answer: In the hallway.

</context>",Where was the apple before the bedroom? 
12,garden,"Answer: In the kitchen.

Question: What was the milk?

Answer",Where was the milk before the bathroom? 
13,garden,"Answer: In the kitchen.

Question: What is the meaning of the word """,Where was the milk before the bathroom? 
14,garden,"Answer: In the kitchen.

Question: What was the first thing that John did",Where was the milk before the bathroom? 
15,kitchen,"Answer: In the kitchen.

Question: What did Bill do with the football?",Where was the football before the garden? 
16,kitchen,"Answer: In the bedroom.

Question: What was the football doing in the bedroom",Where was the football before the garden? 
17,garden,"Answer: In the office.

Question: What was the milk?

Answer",Where was the milk before the bedroom? 
18,garden,"Answer: In the bathroom.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
19,bedroom,"Answer: In the office.

Question: What was the Brownies' first name",Where was the football before the bathroom? 
20,garden,"Answer: In the hallway.

Question: What was the Brownies' plan",Where was the football before the hallway? 
21,garden,"Answer: In the garden.

Question: What was the place of the football?",Where was the football before the office? 
22,hallway,"Answer: In the hallway.

Question: What was the football?",Where was the football before the garden? 
23,office,"Answer: In the garden.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
24,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
25,bathroom,"Answer: In the living-room.

Question: What was the football doing in",Where was the football before the bedroom? 
26,office,"Answer: In the kitchen.

Question: Where was the football before the bedroom?",Where was the football before the bedroom? 
27,garden,"Answer: In the kitchen.

Question: Where was the custard pie before the",Where was the football before the office? 
28,garden,"Answer: In the hallway.

Question: Where was the apple before the office? Answer",Where was the football before the office? 
29,garden,"Answer: In the bedroom.

Question: Where was the apple after the office?",Where was the apple before the office? 
30,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the hallway",Where was the apple before the hallway? 
31,office,"Answer: In the bedroom.

Question: What was the apple there?",Where was the apple before the kitchen? 
32,office,"Answer: In the hallway.

Question: What was the parole?",Where was the apple before the kitchen? 
33,hallway,"Answer: In the hallway.

Question: What was the milk doing in the",Where was the milk before the bedroom? 
34,bedroom,"Answer: In the garden.

Question: What was the last child of misery?",Where was the milk before the garden? 
35,hallway,"Answer: In the kitchen.

Question: What is the apple?

Answer",Where was the apple before the bathroom? 
36,hallway,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
37,bathroom,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the kitchen? 
38,garden,"Answer: It was in the garden.

Question: Where was the apple before the",Where was the apple before the bathroom? 
39,garden,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
40,garden,"Answer: In the kitchen.

Question: Where was the football after the hallway",Where was the football before the hallway? 
41,garden,"Answer: In the kitchen.

Question: What was the football?

Answer",Where was the football before the hallway? 
42,garden,"Answer: In the garden.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
43,hallway,"Answer: In the garden.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
44,bathroom,"Answer: In the garden.

Question: Where was the football after the hallway",Where was the football before the hallway? 
45,bedroom,"Answer: The apple was in the bedroom.

Question: What was the apple?",Where was the apple before the bathroom? 
46,bedroom,"Answer: In the garden.

Question: What was the apple before the bathroom?",Where was the apple before the bathroom? 
47,bedroom,"Answer: The boys were in the field, and the cabman was asleep on the",Where was the apple before the bathroom? 
48,bedroom,"Answer: The apple was in the bedroom.

Question: What did the boys do",Where was the apple before the bathroom? 
49,bedroom,"Answer: The milk was in the machine.

Question: What did the boys do",Where was the milk before the hallway? 
50,kitchen,"Answer: In the box.

Question: What did John Smith do with the box",Where was the apple before the garden? 
51,garden,"Answer: The bedroom.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
52,garden,"Answer: In the garden.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
53,bathroom,"Answer: It was in the garden.

Question: Where was the apple after the",Where was the apple before the bedroom? 
54,bathroom,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
55,office,"Answer: The football was in the hallway.

Question: What did Dan do",Where was the football before the hallway? 
56,kitchen,"Answer: In the garden.

Question: What is the apple?

Answer",Where was the apple before the office? 
57,office,"Answer: It was in the garden.

Question: What is the football?",Where was the football before the garden? 
58,office,"Answer: It was in the hallway.

Question: What was the football?",Where was the football before the bedroom? 
59,garden,"Answer: The apple was in the bedroom.

Question: What was the apple?",Where was the apple before the hallway? 
60,hallway,"Answer: It was in the kitchen.

Question: What was the football doing in",Where was the football before the bedroom? 
61,bathroom,"Answer: In the kitchen.

Question: What did she do with it?",Where was the football before the hallway? 
62,bedroom,"<context>

Answer: In the dining-room.

<context>",Where was the football before the kitchen? 
63,garden,"Answer: In the kitchen.

Question: What was the football doing in the kitchen",Where was the football before the bathroom? 
64,garden,"Answer: In the hallway.

Question: What was the first thing you did",Where was the football before the bathroom? 
65,bathroom,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the office? 
66,bathroom,"Answer: In the kitchen.

Question: What was the milk doing before the office",Where was the milk before the office? 
67,bathroom,"Answer: In the kitchen.

Question: What was the parrot doing?",Where was the milk before the office? 
68,garden,"Answer: In the garden.

Question: Where was the bedroom before the bedroom?",Where was the football before the bedroom? 
69,kitchen,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
70,office,"Answer: In the garden.

Question: Where was the football after the hallway",Where was the football before the hallway? 
71,hallway,"Answer: In the kitchen.

Question: What was the apple before the garden?",Where was the apple before the garden? 
72,bathroom,"Answer: In the hallway.

Question: What was the milk before the kitchen",Where was the milk before the kitchen? 
73,kitchen,"Answer: In the hallway.

Question: Where was the apple after the bathroom",Where was the apple before the bathroom? 
74,garden,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
75,garden,"Answer: In the kitchen.

Question: Where was the milk after the hallway",Where was the milk before the hallway? 
76,hallway,"Answer: In the bathroom.

Question: Where was the football before the office?",Where was the milk before the office? 
77,garden,"Answer: The hallway.

Question: What was the Brownies' first task",Where was the milk before the hallway? 
78,office,"Answer: In the kitchen.

Question: What was the apple doing in the kitchen",Where was the apple before the bathroom? 
79,office,"Answer: In the garden.

Question: What was the soldier's name?",Where was the apple before the bathroom? 
80,kitchen,"Answer: In the kitchen.

Question: What was the milk in the kitchen?",Where was the milk before the office? 
81,kitchen,"Answer: In the kitchen.

Question: What was the milk for?",Where was the milk before the office? 
82,kitchen,"Answer: In the kitchen.

Question: What was the milk?

Answer",Where was the milk before the office? 
83,bathroom,"Question: Where was the apple after the hallway?

Question: Where was the",Where was the apple before the hallway? 
84,bathroom,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
85,garden,"Answer: It was in the kitchen.

Question: Where was the apple after the",Where was the apple before the bathroom? 
86,bathroom,"Answer: In the hallway.

Question: What was the milk doing in the",Where was the milk before the kitchen? 
87,bathroom,"Answer: In the bedroom.

Question: What did the boys do with the blankets",Where was the milk before the kitchen? 
88,garden,"Answer: The milk was in the bedroom.

Question: What was the first thing",Where was the milk before the bathroom? 
89,bathroom,"Answer: In the machine.

Question: What did the boys do with the blankets",Where was the football before the bedroom? 
90,hallway,"Answer: The milk was in the kitchen.

Question: What was the milk doing",Where was the milk before the kitchen? 
91,hallway,"Answer: It was in the hallway.

Question: Where was the milk before",Where was the milk before the kitchen? 
92,garden,"Answer: In the kitchen.

Question: Where was the football before the bedroom?",Where was the milk before the bedroom? 
93,bedroom,"Answer: In the hallway.

Question: What did Flint do with the football",Where was the football before the kitchen? 
94,kitchen,"Answer: The apple was in the kitchen.

Question: What was the apple doing",Where was the apple before the bedroom? 
95,kitchen,"Answer: In the kitchen.
Question: Where was the apple after the hallway?",Where was the apple before the hallway? 
96,kitchen,"Answer: In the kitchen.

Question: Where was the football before the bedroom?",Where was the apple before the hallway? 
97,hallway,"Answer: In the garden.

Question: What was the apple?

Answer",Where was the apple before the kitchen? 
98,bedroom,"Answer: In the milk-house.

Question: What was the milk-house",Where was the milk before the bathroom? 
99,bathroom,"<context>

Answer: In the kitchen.

</context>",Where was the milk before the bedroom? 
100,office,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
101,office,"Answer: The milk was in the hallway.

Question: Where was the apple",Where was the milk before the bathroom? 
102,bedroom,"Answer: In the cradle.

Question: What did Maggie do with the football",Where was the football before the office? 
103,bedroom,"Answer: In the bedroom.

Question: Where was the football after the office?",Where was the football before the office? 
104,office,"Answer: In the bedroom.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
105,hallway,"Answer: The football was in the bathroom.

Question: What was the first thing",Where was the football before the bathroom? 
106,garden,"Answer: The football was in the hallway.

Question: What did John Hart",Where was the football before the hallway? 
107,garden,"Answer: In the hallway.

Question: What was the football?",Where was the football before the hallway? 
108,hallway,"<DW72>

<DW72>

<D",Where was the apple before the bathroom? 
109,hallway,"Answer: The apple was in the kitchen.

Question: What did the apple do",Where was the apple before the bathroom? 
110,garden,"Answer: In the kitchen.

Question: What was the apple?
Answer: A",Where was the apple before the hallway? 
111,garden,"Answer: In the ""bal boul' mire.""

Question: What is",Where was the apple before the hallway? 
112,hallway,"Answer: In the kitchen.

Question: What was the football?

Answer",Where was the football before the kitchen? 
113,hallway,"BLORE. [_He plays a few bars of ""The Times"" and then stops",Where was the football before the kitchen? 
114,kitchen,"Answer: In the stable.

Question: What was the apple before the garden?",Where was the apple before the garden? 
