,target,output,question
0,hallway,"Answer: In the kitchen.
Question: Where is the milk?
Answer: In the",Where is the milk? 
1,hallway,"Answer: In the room where the executioner was.

Question: What is the",Where is the football? 
2,hallway,"Answer: It is in the hallway.

Question: Where is the basket?",Where is the football? 
3,hallway,"Answer: In the hallway.

Question: Where is the hound?",Where is the football? 
4,garden,"Answer: In the hallway.

Question: Where is the milk?",Where is the milk? 
5,garden,"Answer: In the milk.

Question: Where is the milk?

Answer",Where is the milk? 
6,bedroom,"Answer: It is in the pocket of the right coat.

Question: What is",Where is the football? 
7,bedroom,"Answer: It is in the kitchen.

Question: Where is the football?",Where is the milk? 
8,kitchen,"Answer: It is in the kitchen.

Question: Where is the milk?",Where is the football? 
9,kitchen,"Answer: It is in the garden.

Question: Where is the milk?",Where is the football? 
10,bedroom,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
11,hallway,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
12,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the milk? 
13,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the milk? 
14,bathroom,"Answer: It is in the garden.

Question: Where is the apple?",Where is the apple? 
15,garden,"Answer: It is in the garden.

Question: Where is the garden?",Where is the milk? 
16,garden,"Answer: In the garden.

Question: Why is a man like a dog?",Where is the milk? 
17,garden,"Answer: In the garden.

Question: What is the difference between a gooseberry",Where is the milk? 
18,kitchen,"Answer: It is in the cellar.

Question: Where is the cellar",Where is the apple? 
19,kitchen,"Answer: In the kitchen.

Question: What is the woodmouse's name?",Where is the apple? 
20,bedroom,"Answer: It is in the breast of the dead.

Question: Where is the",Where is the apple? 
21,bedroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
22,bathroom,"Answer: In the hallway.

Question: What did John do?",Where is the football? 
23,bathroom,"Answer: In the kitchen.

Question: What is the football?

Answer",Where is the football? 
24,bedroom,"Answer: Mary went to the hallway.

Question: Where is the milk?",Where is the milk? 
25,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
26,kitchen,"Answer: It is in the kitchen.

Question: What is the milk doing?",Where is the milk? 
27,bathroom,"Answer: It is in the garden.

Question: Where is the garden?",Where is the apple? 
28,bathroom,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
29,kitchen,"Answer: It is in the bedchamber.

Question: Where is the apple",Where is the milk? 
30,garden,"Answer: It is in the garden.

Question: Where is the garden?",Where is the apple? 
31,garden,"Answer: It is in the garden.

Question: What is the apple?",Where is the apple? 
32,kitchen,"Answer: In the garden.

Question: Where is the doll?

Answer",Where is the football? 
33,kitchen,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
34,kitchen,"Answer: It is in the kitchen.

Question: Where is the apple?",Where is the apple? 
35,office,"Answer: It's in the cattle-house.

Question: What is the name",Where is the milk? 
36,kitchen,"<context>

John went to the hallway. John went to the hallway",Where is the football? 
37,kitchen,"Answer: It is in the kitchen.

Question: What is the football?",Where is the football? 
38,kitchen,"Answer: In the hallway.

Question: Where is the football?",Where is the football? 
39,bedroom,"Answer: It is in the hallway.

Question: Where is the football?",Where is the milk? 
40,bedroom,"Answer: It is in the kitchen.

Question: What is the milk?",Where is the milk? 
41,office,"Answer: In the garden.

Question: What is the garden?

Answer",Where is the milk? 
42,office,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
43,office,"Answer: The milk is in the kitchen.

Question: Where is the milk?",Where is the milk? 
44,kitchen,"Answer: It's in the garden.

Question: Where is the apple?",Where is the apple? 
45,bedroom,"Answer: In the milk.

Question: What is the milk?

Answer",Where is the milk? 
46,office,"Answer: It is in the office.

Question: What is the football?",Where is the football? 
47,bathroom,"Answer: In the hallway.

Question: What is the price of the milk",Where is the football? 
48,bathroom,"<context>
HAY.--No 1 10@10 7",Where is the football? 
49,bedroom,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the milk? 
